"","actor","text","season","episode","title"
"13081","Marshall","It was brutal, But the worst was a few minutes later.","03","15","The Chain of Screaming"
"13082","Ferguson","Did you hear that?","03","15","The Chain of Screaming"
"13083","Marshall","Yeah, sorry.","03","15","The Chain of Screaming"
"13084","Ferguson","Can you believe he did that On ""Take-your-daughter-to-work"" day?","03","15","The Chain of Screaming"
"13085","Marshall","So that brings us to today. A little background. So I'm working on this report called ""Using 23-b-3 spurious class action precedent to contest a class certification order based on a lack of commonality, numerosity...""","03","15","The Chain of Screaming"
"13086","Ted","Dude, you lost us. Can't you just call it something cool like ""the ninja report""?","03","15","The Chain of Screaming"
"13087","Marshall","Okay. yeah, fine, whatever. Um, so I'm supposed to turn in ""the ninja report"" yesterday. But I got insanely busy with other stuff, I didn't get a chance to finish it, and then this morning...","03","15","The Chain of Screaming"
"13088","Arthur","Hey, Ferguson.","03","15","The Chain of Screaming"
"13089","Ferguson","Hey, Arthur.","03","15","The Chain of Screaming"
"13090","Arthur","How's your day going?","03","15","The Chain of Screaming"
"13091","Marshall","I gotta go.","03","15","The Chain of Screaming"
"13092","Ferguson","Great. how is yours?","03","15","The Chain of Screaming"
"13093","Arthur","Great, great... Hey, is Marshall in yet?","03","15","The Chain of Screaming"
"13094","Ferguson","Oh, thank god. Yeah, he's right in there.","03","15","The Chain of Screaming"
"13095","Arthur","Fantastic. have a good one, buddy.","03","15","The Chain of Screaming"
"13096","Marshall","And then...","03","15","The Chain of Screaming"
"13097","Marshall","He screamed at me.","03","15","The Chain of Screaming"
"13098","Lily","Oh, baby, I'm so sorry.","03","15","The Chain of Screaming"
"13099","Barney","What, that's it? You're upset because a guy talked loudly near you?","03","15","The Chain of Screaming"
"13100","Marshall","Barney, I have never been screamed at like that in my life.","03","15","The Chain of Screaming"
"13101","Ted","Come on, when's the last time you got screamed at at work?","03","15","The Chain of Screaming"
"13102","Barney","I got screamed at three times today. Once in Korean. This is corporate America, Marshall. Screaming is a motivational tool, like christmas bonuses or sexual harassment. It's just good business.","03","15","The Chain of Screaming"
"13103","Lily","Oh, baby, it's just not fair. You've been working so hard. Late nights, weekends. I never see you. We've barely made love in weeks. It's bad, guys, mama needs her sugar.","03","15","The Chain of Screaming"
"13104","Robin","Look, Marshall, he screamed at you, you took it. He probably respects you more for it.","03","15","The Chain of Screaming"
"13105","Marshall","Yeah, about that... So Arthur's busy giving me the full screaming treatment... Face turning red, vein in his forehead about to burst, spittle flying like shrapnel. Everyone you work with walking by your office, peering in. And suddenly, I just felt all of it.","03","15","The Chain of Screaming"
"13106","Ted","All of what?","03","15","The Chain of Screaming"
"13107","Marshall","All of it. The fact that I became a lawyer to save the environment, and now I'm working for the bad guys instead. The fact that I am stuck in this job because of a mortgage I can barely afford on an apartment that is crooked. The fact that I am a grown man, and nobody, not even Artillery Arthur, has the right to talk to me like that!","03","15","The Chain of Screaming"
"13108","Marshall","I begged my body not to do it. But it was no use. I just... I just...","03","15","The Chain of Screaming"
"13109","Barney","Just because you weren't around for this, I called shotgun for all eternity in Ted's car.","03","15","The Chain of Screaming"
"13110","Barney","Dude I can't believe you cried in front of your boss.","03","15","The Chain of Screaming"
"13111","Marshall","I don't know what happened. There's just something about being yelled at like that, like I was being scolded by my dad. Suddenly... suddenly I was a little boy.","03","15","The Chain of Screaming"
"13112","Robin","Is ""boy"" the right word?","03","15","The Chain of Screaming"
"13113","Marshall","I felt absolutely powerless. Flaccid... Hell, I... I felt castrated.","03","15","The Chain of Screaming"
"13114","Lily","God, you're hot right now.","03","15","The Chain of Screaming"
"13115","Marshall","And the worst thing is, tomorrow morning I have to walk into Arthur's office and give him the ninja report.","03","15","The Chain of Screaming"
"13116","Barney","Ooh. ooh. ninjas are cool.","03","15","The Chain of Screaming"
"13117","Marshall","How the hell am I supposed to face this guy again?","03","15","The Chain of Screaming"
"13118","Robin","Here's what I would do if I were you.","03","15","The Chain of Screaming"
"13119","Robin","Hi, Arthur.","03","15","The Chain of Screaming"
"13120","Arthur","Hello, Marshall. Have you finally finished the ninja report?","03","15","The Chain of Screaming"
"13121","Robin","Yeah, I got it. Right here. I think it's gonna blow you away.","03","15","The Chain of Screaming"
"13122","Arthur","Please, I have a family.","03","15","The Chain of Screaming"
"13123","Robin","So we good?","03","15","The Chain of Screaming"
"13124","Arthur","We're so good.","03","15","The Chain of Screaming"
"13125","Robin","Then why are you still in my office?","03","15","The Chain of Screaming"
"13126","Ted","Okay, gun violence might be the answer to everything up in Canada, Robin, but here in America, we solve our problems with words. Marshall, you go in and you dazzle this guy with a big eloquent speech defending human dignity. Like abraham Lincoln.","03","15","The Chain of Screaming"
"13127","Marshall","Yeah, because it's so easy just to bust out a big, eloquent speech off the top of your head.","03","15","The Chain of Screaming"
"13128","Ted","Observe.","03","15","The Chain of Screaming"
"13129","Ted","Arthur?","03","15","The Chain of Screaming"
"13130","Arthur","What do you want, Marshall?","03","15","The Chain of Screaming"
"13131","Ted","Justice, sir. You see, we are all born with certain incontrovertible rights, the most fundamentally paramount of which is the right... Wait, you can't be fundamentally paramount. One means highest, one means lowest.","03","15","The Chain of Screaming"
"13132","Arthur","You are nailing this.","03","15","The Chain of Screaming"
"13133","Ted","Human beings have rights, and those rights are, um...","03","15","The Chain of Screaming"
"13134","Arthur","You got me hooked, reel me in.","03","15","The Chain of Screaming"
"13135","Ted","There are certain justices that cannot or will not be inalienable... as such... for the future.","03","15","The Chain of Screaming"
"13136","Arthur","Stuck the landing... bravo! Thank you. Security's gonna rough you up a bit on the way out.","03","15","The Chain of Screaming"
"13137","Marshall","Guys, guys, this is not helping, okay? I can't have some big confrontation with Arthur. I need this job, i... I need the money.","03","15","The Chain of Screaming"
"13138","Ted","Yeah, but how good would it feel to walk in there tomorrow, tell him off and then quit?","03","15","The Chain of Screaming"
"13139","Marshall","It's great to fantasize about, but nobody ever actually does it.","03","15","The Chain of Screaming"
"13140","Barney","Gary blauman did it. Guy I used to work with, the guy's a legend now. We were at the morning meeting and old Blauman was getting reamed out but good.","03","15","The Chain of Screaming"
"13141","Barney","Pretty much routine at the morning meeting, but then, on this particular day, something amazing happened.","03","15","The Chain of Screaming"
"13142","Bilson","You made yourself look bad, you made this company look bad, and quite frankly, you made our friends, the North Koreans, look bad! And I'll tell you something else, Blauman, if you think for one moment...","03","15","The Chain of Screaming"
"13143","Blauman","You know what, Bilson? You can kiss my ass.","03","15","The Chain of Screaming"
"13144","Barney","Oh, snap.","03","15","The Chain of Screaming"
"13145","Bilson","What?","03","15","The Chain of Screaming"
"13146","Blauman","You heard me. I don't need to take your crap anymore. My cousin's website went public today, and I made a pile of money on the ipo, so you know what I think Of this whole damn company?","03","15","The Chain of Screaming"
"13147","Ted","Oh, my God.","03","15","The Chain of Screaming"
"13148","Marshall","He peed on the conference table?","03","15","The Chain of Screaming"
"13149","Blauman","Come on, come on, come on, come on, come on, come on, come on. Uh, look, could you guys just look away for a second till I get started? Come on. Come on.","03","15","The Chain of Screaming"
"13150","Barney, pouring some water in a glass","Does this help?","03","15","The Chain of Screaming"
"13151","Barney","Eventually, he just gave up and left. And then his cousin's website tanked. And then he became a janitor at an old folks' home and moved into a one-room apartment above a bowling alley.","03","15","The Chain of Screaming"
"13152","Marshall","That's it? that's the end of the story?","03","15","The Chain of Screaming"
"13153","Barney","No, no, of course not... he died.","03","15","The Chain of Screaming"
"13154","Marshall","How does that help me? How does any of this help me? Can somebody, for god's sakes, please give me one piece of useful advice?","03","15","The Chain of Screaming"
"13155","Barney","Lily, control your woman. The lesson of Blauman is that when your boss screams at you, you never scream back. That's why there's a little thing in corporate America I like to call the chain of screaming.","03","15","The Chain of Screaming"
"13156","Marshall","Chain of screaming?","03","15","The Chain of Screaming"
"13157","Barney","Yes. The chain of screaming starts at the top. Arthur's boss's boss screams at Arthur's boss. Arthur's boss screams at Arthur. Arthur screams at you. You go home and scream at Lily. Lily screams at one of the kids in her kindergarten class. Then that kid screams at her dad, Arthur's boss's boss. And the whole thing starts all over again, Thus completing the circle of screaming.","03","15","The Chain of Screaming"
"13158","Ted","I thought it was a chain of screaming.","03","15","The Chain of Screaming"
"13159","Barney","It's a circle, Ted, I called it a circle.","03","15","The Chain of Screaming"
"13160","Marshall","I don't scream at Lily.","03","15","The Chain of Screaming"
"13161","Lily","And I don't scream at my kids, none of whom have parents who work at marshall's firm.","03","15","The Chain of Screaming"
"13162","Robin","So it's not a circle.","03","15","The Chain of Screaming"
"13163","Barney","Fine! You want it to be a chain of screaming, it's a chain of screaming. I came up with the circle idea halfway through, 'cause I thought it was a more elegant metaphor, but fine, ruin it! You guys always undermine me when I'm trying to make a point, and I'm sick of it! God, I'm surrounded by idiots! Idiots! See, doesn't everyone feel better now?","03","15","The Chain of Screaming"
"13164","Marshall","Lily, I need your take on this. What... what should I do?","03","15","The Chain of Screaming"
"13165","Lily","Well, what I teach my kids in kindergarten...","03","15","The Chain of Screaming"
"13166","Barney","Oh, God.","03","15","The Chain of Screaming"
"13167","Lily","...When dealing with a bully, the most important thing is to be constructive and positive.","03","15","The Chain of Screaming"
"13168","Lily","Hello, Arthur.","03","15","The Chain of Screaming"
"13169","Arthur","Hello, Marshall.","03","15","The Chain of Screaming"
"13170","Lily","I have the ninja report right here. But Arthur, in the future, if you want someone to do their best work, try to motivate them, not with fear and intimidation, but through encouragement, inspiration and respect.","03","15","The Chain of Screaming"
"13171","Arthur","Well said, Marshall, I needed to hear that. By the way, I saw your wife's picture in your office. That is one tasty slice.","03","15","The Chain of Screaming"
"13172","Lily","Oh, you're damn right. You know what I'm gonna do when I get home?","03","15","The Chain of Screaming"
"13173","Arthur","Oh, yeah.","03","15","The Chain of Screaming"
"13174","Lily","I'm gonna rip that girl's clothes off...","03","15","The Chain of Screaming"
"13175","Arthur","That's it.","03","15","The Chain of Screaming"
"13176","Lily","...just throw her on the bed...","03","15","The Chain of Screaming"
"13177","Arthur","That's where she belongs.","03","15","The Chain of Screaming"
"13178","Lily","...and drive her home like a pack of sled dogs!","03","15","The Chain of Screaming"
"13179","Lily","It's bad, guys. Mama needs it bad.","03","15","The Chain of Screaming"
"13180","Marshall","You're right, baby, it's about respect. That is the first useful thing anyone's said to me tonight. Can you give me that speech again?","03","15","The Chain of Screaming"
"13181","Lily","I'm gonna drive her home like a pack of...","03","15","The Chain of Screaming"
"13182","Marshall","No, the other part, please.","03","15","The Chain of Screaming"
"13183","Lily","I have the ninja report right here, but...","03","15","The Chain of Screaming"
"13184","Ted from 2030","And it seemed like that was the end of it, but it wasn't, because the next night...","03","15","The Chain of Screaming"
"13185","Lily","Which of these carpets would look better in the new apartment? I like the color of this one, but this one's so soft. It would feel great on your bare feet......or your bare back, a bead of eager sweat rolling down your trembling bosom.","03","15","The Chain of Screaming"
"13186","Ted","Lily, didn't we just go through this with bathroom tiles?","03","15","The Chain of Screaming"
"13187","Marshall","Shh, don't say my name. Lily can't know it's me. Just pretend you're talking to Stella. Be all lovey dovey.","03","15","The Chain of Screaming"
"13188","Ted","Hey, Stella. Sweetie, how's it going?","03","15","The Chain of Screaming"
"13189","Marshall","Not good, not good at all.","03","15","The Chain of Screaming"
"13190","Ted","Where are you right now?","03","15","The Chain of Screaming"
"13191","Marshall","Right downstairs, come find me. Without Lily.","03","15","The Chain of Screaming"
"13192","Ted","Okay, I'll see you soon.","03","15","The Chain of Screaming"
"13193","Marshall","I love you.","03","15","The Chain of Screaming"
"13194","Ted","I love you, too.","03","15","The Chain of Screaming"
"13195","Lily","Wow, you two are already saying the ""l"" word, huh?","03","15","The Chain of Screaming"
"13196","Ted","Apparently.","03","15","The Chain of Screaming"
"13197","Lily","You hitting that?","03","15","The Chain of Screaming"
"13198","Marshall","I'm in trouble, Ted. Ted, I'm freakin' out, man.","03","15","The Chain of Screaming"
"13199","Ted","Um... it's a new car, so just be careful...","03","15","The Chain of Screaming"
"13200","Marshall","I did something stupid, can we just drive somewhere? I need to get away... just drive, man. Please just drive.","03","15","The Chain of Screaming"
"13201","Ted","It's just, this is a really good parking spot.","03","15","The Chain of Screaming"
"13202","Marshall","Dude!","03","15","The Chain of Screaming"
"13203","Ted","Look, just tell me what happened first.","03","15","The Chain of Screaming"
"13204","Marshall","Remember how I said I was gonna give that big speech that Lily told me to give, be firm but respectful? Well, it didn't totally go that way.","03","15","The Chain of Screaming"
"13205","Ted","There is a lot of ketchup on that burger. Sorry, what happened?","03","15","The Chain of Screaming"
"13206","Marshall","After we all finished talking last night, I went to the diner to finish working on the ninja report.","03","15","The Chain of Screaming"
"13207","Barney","Hey, marshall.","03","15","The Chain of Screaming"
"13208","Marshall","How long have you been sitting there?","03","15","The Chain of Screaming"
"13209","Barney","If you go in there with Lily's kindergarten nonsense, you're gonna get torn apart. I'm here to save your life. you hungry?","03","15","The Chain of Screaming"
"13210","Marshall","Yeah, I was just about to order.","03","15","The Chain of Screaming"
"13211","Barney","What do you want?","03","15","The Chain of Screaming"
"13212","Marshall","A sandwich and gravy fries.","03","15","The Chain of Screaming"
"13213","Waiter","Okay, friends, what do you like?","03","15","The Chain of Screaming"
"13214","Barney","A green tea with lemon for me, and for my friend here, the meatloaf, please.","03","15","The Chain of Screaming"
"13215","Waiter","Very good.","03","15","The Chain of Screaming"
"13216","Marshall","No, I didn't want meatloaf.","03","15","The Chain of Screaming"
"13217","Barney","Marshall, the chain of screaming is a real thing. Arthur screamed at you... now you have to scream at someone else.","03","15","The Chain of Screaming"
"13218","Marshall","No, I don't.","03","15","The Chain of Screaming"
"13219","Barney","Yes, you do, or else that anger is gonna eat you alive.","03","15","The Chain of Screaming"
"13220","Marshall","Who would I even scream at?","03","15","The Chain of Screaming"
"13221","Barney","I don't know. How about somebody who's disappointed you? Someone who's let you down. Someone who's gonna bring you meatloaf when you explicitly ordered a sandwich and gravy fries.","03","15","The Chain of Screaming"
"13222","Marshall","No.","03","15","The Chain of Screaming"
"13223","Robin","Hey, I was just heading to the bar. What are you guys doing out here?","03","15","The Chain of Screaming"
"13224","Marshall","Oh, I was just telling Ted a story.","03","15","The Chain of Screaming"
"13225","Robin","Ooh, I like stories. You want a lick? What?","03","15","The Chain of Screaming"
"13226","Ted","Is that ice cream cone big enough?","03","15","The Chain of Screaming"
"13227","Robin","Uh, it's delicious enough.","03","15","The Chain of Screaming"
"13228","Marshall","Okay, so... Then I say to Barney...","03","15","The Chain of Screaming"
"13229","Marshall","I'm not gonna scream at the waiter, barney.","03","15","The Chain of Screaming"
"13230","Barney","Yes, you are. That waiter is every boss and every bully who ever embarrassed or belittled you. And how dare he deny you the one thing that you want, that would make you happy at this moment. A sandwich and gravy fries.","03","15","The Chain of Screaming"
"13231","Waiter","One green tea with lemon, one meatloaf. Enjoy, my friends.","03","15","The Chain of Screaming"
"13232","Barney","Marshall.","03","15","The Chain of Screaming"
"13233","Marshall","Excuse me?","03","15","The Chain of Screaming"
"13234","Waiter","Yes?","03","15","The Chain of Screaming"
"13235","Marshall","This is not what I ordered.","03","15","The Chain of Screaming"
"13236","Waiter","Yes, it is.","03","15","The Chain of Screaming"
"13237","Marshall","I beg your pardon, sir, But I ordered a sandwich and gravy fries, And as the customer, I'm always right, so...","03","15","The Chain of Screaming"
"13238","Waiter","No, no, I am not going to stand here and take this! I am at the end of a triple shift... that's 18 hours!... And then I have to take two trains and a bus to astoria to have my wife scream at me because I'm never home. No, no, you eat your damn meatloaf!","03","15","The Chain of Screaming"
"13239","Barney","Hey, what are you guys doing out here?","03","15","The Chain of Screaming"
"13240","Robin","Oh sweet, can I get a toot?","03","15","The Chain of Screaming"
"13241","Ted","Uh-uh. against car rules, it's against car rules!","03","15","The Chain of Screaming"
"13242","Barney","Oh, Ted, relax, it's Cuban. People pay to have their car smell like this.","03","15","The Chain of Screaming"
"13243","Ted","Well, that's just not true.","03","15","The Chain of Screaming"
"13244","Barney","Oh, Marshall, switch seats with me. I called shotgun for all eternity.","03","15","The Chain of Screaming"
"13245","Robin","You can't call shotgun for eternity.","03","15","The Chain of Screaming"
"13246","Barney","Well, that's funny, cause I did!","03","15","The Chain of Screaming"
"13247","Robin","It's case by case.","03","15","The Chain of Screaming"
"13248","Marshall","Guys, I'm telling a life-altering story here!","03","15","The Chain of Screaming"
"13249","Barney","A 20% tip, really, for that waiter?","03","15","The Chain of Screaming"
"13250","Marshall","I don't know, Barney, he worked a triple, it just...","03","15","The Chain of Screaming"
"13251","Barney","I can't believe it! If you're not gonna yell at the waiter, Yell at me.","03","15","The Chain of Screaming"
"13252","Marshall","What?","03","15","The Chain of Screaming"
"13253","Barney","Yell at me.","03","15","The Chain of Screaming"
"13254","Marshall","I'm not gonna yell at you, Barney.","03","15","The Chain of Screaming"
"13255","Barney","What, you think you're gonna upset me? Please, give me your best shot.","03","15","The Chain of Screaming"
"13256","Marshall","Okay, fine... what, you want me to yell at you?","03","15","The Chain of Screaming"
"13257","Barney","Yeah.","03","15","The Chain of Screaming"
"13258","Marshall","This is me yelling at you, Barney.","03","15","The Chain of Screaming"
"13259","Barney","I'm sorry, I couldn't hear you over the sound of a butterfly landing on a leaf about three blocks away.","03","15","The Chain of Screaming"
"13260","Marshall","This is me yelling at you, Barney!","03","15","The Chain of Screaming"
"13261","Barney","Okay, you got some volume, now give me some content. Make it hurt.","03","15","The Chain of Screaming"
"13262","Marshall","You don't look as good in suits as you think you do!","03","15","The Chain of Screaming"
"13263","Barney","No, something that's true-- come on. The man made you cry. Make me cry.","03","15","The Chain of Screaming"
"13264","Marshall","Your mom's a slut!","03","15","The Chain of Screaming"
"13265","Barney","Yes.","03","15","The Chain of Screaming"
"13266","Marshall","Your mom's a slut, and I'm sorry, Barney, but you and your brother clearly have different fathers, And you know why? It's probably because your mom is a slutty slut!","03","15","The Chain of Screaming"
"13267","Barney","Keep going.","03","15","The Chain of Screaming"
"13268","Marshall","I don't care what you say. Bob Barker is not your father!","03","15","The Chain of Screaming"
"13269","Barney","Okay, now, well, that's just not cool.","03","15","The Chain of Screaming"
"13270","Marshall","Oh my god, Barney, I'm so sorry...","03","15","The Chain of Screaming"
"13271","Barney","No, I'm kidding... keep going.","03","15","The Chain of Screaming"
"13272","Marshall","Bob Barker's not your father! You've concocted this delusional idea that a game show host is your real father, and he's not! You were abandoned, Barney! You were abandoned, and you never dealt with it, and so now you never allow yourself to feel anything, and that's how you survive in this corporate world, and if I keep heading down this path, I'm gonna turn into you! And I don't want that! I don't want any of this! This is not why I became a lawyer. This is not the person that I wanted to be...","03","15","The Chain of Screaming"
"13273","Marshall","... I quit, Arthur! I quit!","03","15","The Chain of Screaming"
"13274","Arthur","Well, thank you, Eriksen, I needed to hear that.","03","15","The Chain of Screaming"
"13275","Marshall","Really, 'cause I didn't mean to attack you personally, It's just that i...","03","15","The Chain of Screaming"
"13276","Arthur","No, no, no, the part where you said, ""I quit."" Now we don't have to pay you a severance package. Uh, security's gonna rough you up a bit on the way out.","03","15","The Chain of Screaming"
"13277","Ted","Robin, you dropped a little ice cream...","03","15","The Chain of Screaming"
"13278","Marshall","Dude!","03","15","The Chain of Screaming"
"13279","Ted","I'm sorry.","03","15","The Chain of Screaming"
"13280","Barney","Don't blame this on me, Marshall. I told you to yell at someone beneath you. The circle of screaming is... The chain of scr... Pyramid... the pyramid of screaming! The pyramid of screaming.","03","15","The Chain of Screaming"
"13281","Marshall","How am I supposed to tell lily? She supported me through three years of law school, and now is the time when I'm supposed to pay her back. Now we're gonna lose the apartment. The place where we were gonna raise our children. How am I supposed to tell the person who I love more than anything in this world that I've just thrown away our future?","03","15","The Chain of Screaming"
"13282","Ted","Everybody out, everybody out of the new car! Out of the new car!","03","15","The Chain of Screaming"
"13283","Barney","Ted, screaming never solves anything.","03","15","The Chain of Screaming"
"13284","Ted from 2030","And so marshall finally had to tell lily what happened.","03","15","The Chain of Screaming"
"13285","Marshall","I'm so sorry. I just lost it. But I can fix it. First thing tomorrow, I'm gonna go in there on my hands and knees and beg for my job back.","03","15","The Chain of Screaming"
"13286","Lily","No, you're not.","03","15","The Chain of Screaming"
"13287","Marshall","What?","03","15","The Chain of Screaming"
"13288","Lily","Marshall, our future isn't money or an apartment. And it's definitely not you being miserable at that horrible job. I'm just happy to have my husband back. We'll figure the rest out.","03","15","The Chain of Screaming"
"13289","Marshall","I love you.","03","15","The Chain of Screaming"
"13290","Lily","I love you, too.","03","15","The Chain of Screaming"
"13291","Ted from 2030","Ultimately, they were able to make ends meet without going bust on the apartment.","03","15","The Chain of Screaming"
"13292","Marshall","You sure about this?","03","15","The Chain of Screaming"
"13293","Ted","Yeah, who needs a car in new york city, right?","03","15","The Chain of Screaming"
"13294","Marshall","Ted, I don't think I can accept...","03","15","The Chain of Screaming"
"13295","Ted","Marshall, don't make me scream at you.","03","15","The Chain of Screaming"
"13296","Marshall","Thanks a lot, buddy.","03","15","The Chain of Screaming"
"13297","Ted","You guys did it in the car, didn't...","03","15","The Chain of Screaming"
"13298","Marshall","Oh, yeah!","03","15","The Chain of Screaming"
"13299","Ted from 2030","Now kids, When aunt Robin was the teenager. She was, well, the Canadian pop star. But by 2008, she was the entirely different person.","03","16","Sandcastles in the Sand"
"13300","Robin","Coming up next, 'Is your baby trying to kill you?'","03","16","Sandcastles in the Sand"
"13301","Ted from 2030","Which maybe events that week, all the more surprising.","03","16","Sandcastles in the Sand"
"13302","Ted","So, I got up this morning, its freezing. So I walked over there. And I don't know why I am still talking. Because clearly we are all asking the same question. What in God's creation is going on with Robin's breasts.","03","16","Sandcastles in the Sand"
"13303","Robin","I know, right, isn't that amazing? I spent half an hour making these happen. Its tape in there, cotton balls, half of a Nerf football, but it works, right?","03","16","Sandcastles in the Sand"
"13304","Lily","Totally. What's the occasion?","03","16","Sandcastles in the Sand"
"13305","Robin","And old friend from Canada is in town and I'm meeting him for a drink.","03","16","Sandcastles in the Sand"
"13306","Barney","Ooh! Somebody you went to Degrassi with?","03","16","Sandcastles in the Sand"
"13307","Robin","No. Actually, he was my first boyfriend.","03","16","Sandcastles in the Sand"
"13308","Robin","Simon. I thought he was the coolest guy ever. He smelled like Drakkar. He could ollie on a skateboard. He had the most amazing collection of Hard Rock Cafe T-shirts. We spent the whole summer madly in love.","03","16","Sandcastles in the Sand"
"13309","Barney","Tell me more. Tell me more. Like, did he have a car?","03","16","Sandcastles in the Sand"
"13310","Marshall","So he's the guy who... How shall I say this like a gentleman? Robin, did he take your maple leaf?","03","16","Sandcastles in the Sand"
"13311","Robin","No, it wasn't like that.","03","16","Sandcastles in the Sand"
"13312","Barney","Sounds to me like he gave you your first ""O, Canada!"" face.","03","16","Sandcastles in the Sand"
"13313","Ted from 2030","This went on for a really long time. Some of them jokes were elegant and well-crafted...","03","16","Sandcastles in the Sand"
"13314","Lily","Wait, wait. Did he break up with you and tell you he's just not that Inuit?","03","16","Sandcastles in the Sand"
"13315","Ted from 2030","...others were crude, and ill-formed...","03","16","Sandcastles in the Sand"
"13316","Ted","Um, something about fur trapping.","03","16","Sandcastles in the Sand"
"13317","Ted from 2030","...and others were obvious, but needed to be said...","03","16","Sandcastles in the Sand"
"13318","Barney","Did you ride his Zamboni?","03","16","Sandcastles in the Sand"
"13319","Marshall","Wait, wait, wait. Did he...? I think I'm out.","03","16","Sandcastles in the Sand"
"13320","Ted","Yeah, I'm also ""oot. Okay, now I'm really out.","03","16","Sandcastles in the Sand"
"13321","Robin","Well, I'm sorry, guys. It was all very tame. We only dated for a week and a half.","03","16","Sandcastles in the Sand"
"13322","Barney","Wha...? I thought you said you were together all summer.","03","16","Sandcastles in the Sand"
"13323","Robin","Yeah. Summer in Canada is pretty much the last week of July. Anyway, one night, his band just finish playing this gig...","03","16","Sandcastles in the Sand"
"13324","Robin","Oh, my God! Simon. That was such a good show. You guys totally rocked out.","03","16","Sandcastles in the Sand"
"13325","Simon","Yeah. I know. I figure we're about four or five gigs away from really exploding. We're gonna be big, babe. I mean, like Crash-Test-Dummies big. So, that everything? All right. Listen, babe... It's over.","03","16","Sandcastles in the Sand"
"13326","Robin","What?","03","16","Sandcastles in the Sand"
"13327","Simon","I'm getting back together with Louise Marsh.","03","16","Sandcastles in the Sand"
"13328","Lily","Louise Marsh?! That's a whore's name if I ever heard one.","03","16","Sandcastles in the Sand"
"13329","Marshall","Yeah, why would he want to get back together with Louise Marsh?","03","16","Sandcastles in the Sand"
"13330","Simon","Well, the thing is... her folks just put in a pool.","03","16","Sandcastles in the Sand"
"13331","Robin","Oh... So... I totally... I get it. Pools are great. Swimming's awesome. We have a sprinkler. Run right through it. Well, I should go.","03","16","Sandcastles in the Sand"
"13332","Simon","Uh... Babe, wait.","03","16","Sandcastles in the Sand"
"13333","Robin","Yeah, Simon?","03","16","Sandcastles in the Sand"
"13334","Simon","You forgot to load the drum set.","03","16","Sandcastles in the Sand"
"13335","Ted","No! Tell me you did not load the drum set.","03","16","Sandcastles in the Sand"
"13336","Robin","I did.","03","16","Sandcastles in the Sand"
"13337","Marshall","And now he's coming here? Robin, why do you want to see this guy?","03","16","Sandcastles in the Sand"
"13338","Lily","Oh! I know why. You're gonna win, aren't you?","03","16","Sandcastles in the Sand"
"13339","Robin","I have no idea what you' talking about.","03","16","Sandcastles in the Sand"
"13340","Ted","Yes, you do. Whenever you haven't seen someone for a long time, no matter how much you want to deny it, there's always a clear winner and a clear loser.","03","16","Sandcastles in the Sand"
"13341","Robin","Well, since you brought it up, let's add up the points.","03","16","Sandcastles in the Sand"
"13342","Barney","You're starting out with two big ones right there.","03","16","Sandcastles in the Sand"
"13343","Robin","Thank you. Okay. So, Simon still lives with his mom.","03","16","Sandcastles in the Sand"
"13344","Ted","Point Robin.","03","16","Sandcastles in the Sand"
"13345","Robin","Um, he never became a rock star.","03","16","Sandcastles in the Sand"
"13346","Lily","Point Robin.","03","16","Sandcastles in the Sand"
"13347","Robin","He now works at a water slide park outside of Ottawa.","03","16","Sandcastles in the Sand"
"13348","Marshall","Point Simon.","03","16","Sandcastles in the Sand"
"13349","Ted","Wait. Do they have a wave pool?","03","16","Sandcastles in the Sand"
"13350","Robin","No.","03","16","Sandcastles in the Sand"
"13351","Marshall","Ah. Point Robin. That's five-zip. There's no coming back from that.","03","16","Sandcastles in the Sand"
"13352","Robin","Yeah, he's going down. I mean, unless somehow, he got hotter. There he is.","03","16","Sandcastles in the Sand"
"13353","Ted from 2030","And sure enough, there was a clear winner, and a clear loser. It just wasn't clear to everybody.","03","16","Sandcastles in the Sand"
"13354","Simon","Hey, babe.","03","16","Sandcastles in the Sand"
"13355","Robin, giggling","Oh, my God.","03","16","Sandcastles in the Sand"
"13356","Ted","Okay, what the hell just happened?","03","16","Sandcastles in the Sand"
"13357","Robin","Oh, come on, it wasn't so bad, was it?","03","16","Sandcastles in the Sand"
"13358","Robin","Hey, Simon.","03","16","Sandcastles in the Sand"
"13359","Simon","Wow, look at you. You got old.","03","16","Sandcastles in the Sand"
"13360","Robin","Yeah. You look great. You got hotter, like that's possible.","03","16","Sandcastles in the Sand"
"13361","Robin","So... Look, I know it didn't go as planned, but I can't help it. I mean... he's still got it.","03","16","Sandcastles in the Sand"
"13362","Simon","Whoa! Four bucks for a brew? What a rip. Good thing I'm packing.","03","16","Sandcastles in the Sand"
"13363","Robin","So he's not a snob. He's from a different part of Canada, you know? The maple leaf flag on the back of the pickup truck? He's Red Province. He's from the Deep North.","03","16","Sandcastles in the Sand"
"13364","Marshall","The thing is, we gave you so many opportunities.","03","16","Sandcastles in the Sand"
"13365","Lily","So, Simon, Robin's a bit of a local celebrity here in New York. She's the lead anchor at Metro News One. Tell him, Robin.","03","16","Sandcastles in the Sand"
"13366","Robin","No. It's stupid. It's not cool, like Simon's shirt.","03","16","Sandcastles in the Sand"
"13367","Barney","I'm sorry, Simon. Here we are nattering on about our big celebrity. What do you do for a living?","03","16","Sandcastles in the Sand"
